id;device_id;product_name;product_sku;category_name;amount;status;created_at;happened_at
87;166;faucibus. Morbi;3770009015074;vitae,;649;cancelled;12.21.2022 7:15:00;10.10.2022 06:23
88;83;nunc interdum;v3770009015028;mollis.;401;refused;11.25.2022 6:38:57;05.19.2022 6:17:19
89;133;ultricies ornare,;3770009015044;Phasellus;723;refused;12.30.2022 6:19:02;02.13.2023 8:26:58
90;116;rutrum lorem;3770009015234;a;256;cancelled;11.22.2022 3:20:19;11.03.2021 06:56
91;85;laoreet ipsum.;3770009015046;et;541;accepted;11.16.2022 11:10:08;12.24.2021 1:24:43
92;148;at pede.;3770009015046;facilisis;127;cancelled;11.29.2022 4:01:44;10.31.2021 8:40:51
93;192;ac, feugiat;3770009015004;nec;479;cancelled;01.08.2023 02:23;04.21.2022 12:08:23
94;25;egestas. Aliquam;3770009015049;Cras;516;accepted;02.07.2023 01:17;02.16.2022 9:55:44
95;13;rhoncus. Nullam;3770009015235;ultrices;44;refused;11.12.2022 01:27;05.03.2022 02:13
96;79;leo. Morbi;3770009015004;eget;103;refused;02.26.2023 4:35:20;11.17.2022 4:38:15
97;26;ante dictum;3770009015049;luctus;72;cancelled;11.22.2022 8:16:14;03.01.2022 12:40
98;9;eu neque;3770009015052;montes,;216;refused;11.09.2022 01:29;07.07.2022 07:12
99;143;ornare egestas;3770009015050;tempus;132;cancelled;11.04.2022 01:15;11.17.2021 2:10:53
100;185;a, malesuada;3770009015233;pede,;544;refused;02.11.2023 09:13;08.21.2022 1:15:20
101;86;Cum sociis;3770009015233;in;570;cancelled;10.08.2022 07:41;09.03.2022 11:12
102;19;cursus vestibulum.;3770009015172;magna.;243;cancelled;02.18.2023 7:10:47;02.08.2023 08:05
103;44;ullamcorper viverra.;3770009015073;tellus.;463;cancelled;10.19.2022 1:41:33;08.21.2022 9:04:07
104;119;rutrum. Fusce;3770009015049;bibendum.;66;accepted;02.11.2023 09:07;10.12.2022 06:28
105;17;Quisque varius.;3770009015073;eget;749;refused;11.21.2022 6:00:00;10.05.2022 07:38
106;48;lacus. Mauris;3770009015235;nisi;74;refused;11.14.2022 3:05:07;01.19.2022 7:45:35
107;58;urna justo;3770009015075;dignissim;898;accepted;02.18.2023 4:12:45;12.13.2021 2:05:12
108;128;enim nec;3770009015075;Integer;303;cancelled;01.04.2023 08:15;06.07.2022 01:47
109;102;amet orci.;3770009015172;lectus;579;refused;01.25.2023 11:09:08;06.26.2022 5:45:20
110;174;varius orci,;3770009015046;a;608;refused;12.05.2022 01:24;02.06.2022 06:21
111;140;gravida. Praesent;3770009015044;dis;694;accepted;01.28.2023 8:07:00;01.19.2023 6:24:18
112;62;elit elit;3770009015234;ut,;782;accepted;12.06.2022 05:24;10.22.2021 6:25:22
113;10;arcu et;3770009015051;cubilia;181;accepted;11.03.2022 10:30;06.26.2022 2:39:57
114;121;aliquam arcu.;3770009015045;neque;426;accepted;11.06.2022 03:00;08.24.2022 5:41:24
115;43;nulla. Cras;v3770009015028;Donec;737;refused;11.16.2022 3:07:34;11.13.2021 9:29:55
116;130;adipiscing ligula.;3770009015042;tortor;287;cancelled;01.23.2023 10:26:45;09.15.2022 1:59:42
117;194;Quisque ac;3770009015050;mauris;732;refused;01.24.2023 12:20:31;02.07.2023 01:00
118;167;Ut sagittis;3770009015044;porttitor;495;cancelled;12.24.2022 11:46:38;11.30.2021 10:19:52
119;186;urna convallis;3770009015046;Praesent;39;accepted;01.20.2023 1:50:15;09.11.2022 08:08
120;34;malesuada fames;3770009015004;gravida;597;accepted;10.07.2022 12:49;01.07.2022 10:45
121;171;varius ultrices,;3770009015049;Suspendisse;351;accepted;12.08.2022 07:08;01.01.2023 06:21
122;46;Vestibulum accumsan;v3770009015028;nulla;313;refused;10.21.2022 9:52:12;01.27.2022 7:05:47
123;156;faucibus leo,;3770009015075;aliquet.;931;refused;10.22.2022 9:33:25;09.27.2022 6:03:51
124;131;turpis non;3770009015046;metus.;308;accepted;12.11.2022 09:31;10.15.2021 1:39:36
125;176;Nam tempor;3770009015050;Ut;473;refused;01.06.2023 01:53;12.30.2022 8:26:04
126;44;arcu. Morbi;3770009015049;amet;614;accepted;11.17.2022 4:10:26;12.30.2022 9:30:08
127;41;ligula. Donec;3770009015172;Aenean;740;cancelled;01.02.2023 06:54;02.17.2023 2:37:45
128;165;metus. In;3770009015050;erat;347;accepted;12.15.2022 11:10:35;12.08.2021 06:00
129;96;cursus. Nunc;3770009015042;ante;95;refused;11.13.2022 7:32:21;10.04.2021 09:02
130;134;tortor nibh;3770009015043;sed;705;accepted;11.22.2022 1:50:12;04.24.2022 12:50:51
131;33;risus. Nulla;3770009015004;sed;157;accepted;02.26.2023 12:48:59;12.11.2021 02:55
132;194;vitae semper;3770009015073;litora;179;accepted;12.03.2022 07:30;05.04.2022 09:48
133;160;ridiculus mus.;3770009015042;mi.;764;refused;12.13.2022 11:41:53;11.09.2021 01:29
134;146;neque vitae;3770009015235;fames;135;cancelled;02.24.2023 2:13:47;05.05.2022 09:58
135;7;et, lacinia;3770009015044;felis;152;cancelled;10.15.2022 5:25:57;05.30.2022 9:56:39
136;138;Etiam vestibulum;3770009015050;urna;852;cancelled;10.21.2022 4:11:07;12.11.2021 03:22
137;82;libero. Proin;3770009015052;malesuada;250;refused;12.11.2022 06:12;10.16.2022 8:48:44
138;59;sagittis lobortis;3770009015049;fermentum;914;cancelled;01.06.2023 08:30;08.26.2022 4:10:27
139;25;nunc sed;3770009015235;pharetra.;52;cancelled;02.24.2023 4:13:33;01.23.2023 2:17:50
140;148;Curabitur dictum.;3770009015048;malesuada;266;refused;12.02.2022 03:25;06.06.2022 11:33
141;89;augue ut;3770009015042;congue;544;accepted;10.14.2022 3:56:11;10.28.2022 4:30:23
142;97;arcu iaculis;3770009015233;ipsum;382;cancelled;02.07.2023 07:16;12.25.2022 12:57:22
143;147;non, feugiat;v3770009015028;convallis;929;refused;01.23.2023 7:13:32;08.14.2022 5:50:44
144;175;lacus. Nulla;3770009015234;sit;301;accepted;02.17.2023 9:17:48;02.03.2023 06:44
145;197;leo. Morbi;3770009015051;lorem,;187;accepted;01.23.2023 10:26:29;11.03.2022 03:41
146;178;dui, nec;3770009015074;et;557;refused;02.12.2023 09:06;07.11.2022 07:04
147;192;natoque penatibus;3770009015050;interdum;907;cancelled;02.02.2023 07:20;12.25.2021 7:46:06
148;61;In lorem.;3770009015004;Sed;983;cancelled;12.02.2022 05:41;12.24.2021 3:40:41
149;191;inceptos hymenaeos.;3770009015075;quis;380;accepted;12.24.2022 2:05:54;07.03.2022 07:15
150;104;dui lectus;3770009015234;interdum.;30;cancelled;11.16.2022 9:48:07;12.08.2021 10:53
151;39;ac, feugiat;3770009015073;nascetur;295;refused;12.30.2022 10:57:14;09.13.2022 10:55:45
152;132;diam at;3770009015047;ullamcorper,;404;accepted;10.27.2022 5:03:49;02.02.2023 09:00
153;183;ipsum non;3770009015004;lorem;808;refused;12.28.2022 3:07:15;05.01.2022 03:18
154;131;malesuada fames;3770009015044;Proin;17;accepted;01.05.2023 09:35;10.02.2021 04:31
155;119;Donec felis;3770009015075;leo.;430;refused;02.27.2023 4:05:43;08.10.2022 08:12
156;167;lectus, a;3770009015234;Lorem;55;refused;11.11.2022 01:04;11.09.2022 07:39
157;36;volutpat. Nulla;3770009015048;ornare;262;accepted;12.15.2022 8:27:50;01.01.2023 05:53
158;50;Maecenas ornare;3770009015043;Proin;380;refused;02.06.2023 09:54;11.15.2021 5:11:30
159;63;Donec fringilla.;3770009015233;amet;686;accepted;10.23.2022 6:01:59;09.11.2022 02:45
160;150;In condimentum.;3770009015074;orci.;148;refused;12.03.2022 03:04;05.06.2022 10:31
161;154;dui nec;v3770009015028;ac;460;accepted;11.13.2022 12:58:33;02.28.2023 9:02:26
162;124;nec, euismod;3770009015045;ac;388;refused;11.18.2022 8:43:44;12.24.2022 10:43:18
163;140;lacinia mattis.;3770009015233;arcu.;109;refused;12.31.2022 4:56:38;11.27.2022 10:54:58
164;82;Aenean euismod;3770009015051;vulputate;951;accepted;12.19.2022 2:24:53;06.09.2022 11:52
165;84;mauris sagittis;3770009015051;nec;780;refused;12.31.2022 2:31:12;02.28.2022 9:16:59
166;123;ut odio;3770009015050;aliquam,;589;cancelled;12.08.2022 12:43;12.13.2021 2:36:02
167;107;natoque penatibus;3770009015046;molestie.;329;accepted;03.01.2023 01:23;01.12.2023 03:33
168;187;ornare. In;3770009015049;Sed;39;cancelled;11.21.2022 6:08:41;08.01.2022 12:43
169;25;In condimentum.;3770009015049;ac;622;cancelled;01.27.2023 3:33:27;07.10.2022 05:28
170;24;justo. Proin;3770009015052;Duis;64;accepted;03.01.2023 02:25;12.26.2022 3:26:44
171;138;erat semper;3770009015075;accumsan;125;accepted;01.20.2023 2:29:39;12.07.2021 05:35
172;134;Nunc lectus;3770009015004;diam.;145;refused;01.11.2023 12:01;03.13.2022 10:22:23
173;44;Aliquam nisl.;3770009015233;neque;709;cancelled;01.10.2023 11:10;03.15.2022 5:59:46
174;28;dignissim magna;3770009015050;ullamcorper.;936;cancelled;01.17.2023 9:54:10;12.17.2022 4:35:06
175;31;convallis ligula.;v3770009015028;augue;495;cancelled;12.23.2022 5:19:12;09.19.2022 7:57:24
176;82;a, arcu.;3770009015233;ac;510;refused;11.16.2022 12:17:43;03.24.2022 11:34:20
177;137;sit amet;3770009015075;malesuada;754;refused;11.06.2022 03:09;09.17.2022 2:19:06
178;87;sem, consequat;3770009015047;fringilla.;369;cancelled;12.17.2022 5:28:48;12.21.2022 5:34:54
179;102;natoque penatibus;3770009015044;et,;414;cancelled;10.03.2022 04:55;12.27.2022 8:08:14
180;152;dictum eleifend,;3770009015045;a,;827;refused;02.25.2023 2:56:54;11.23.2022 10:11:18
181;163;pede. Praesent;3770009015075;Sed;722;refused;01.17.2023 3:38:39;02.18.2022 11:47:21
182;21;euismod est;3770009015052;dui,;823;accepted;11.08.2022 05:46;02.16.2023 4:13:42
183;62;Integer id;3770009015075;aliquet.;588;cancelled;11.27.2022 3:00:21;05.01.2022 05:40
184;7;eros turpis;3770009015046;vestibulum,;207;cancelled;01.26.2023 3:30:50;02.08.2022 08:44
185;78;sagittis lobortis;3770009015172;Donec;885;accepted;02.07.2023 09:54;07.20.2022 10:58:37
186;42;torquent per;3770009015049;volutpat.;984;refused;01.30.2023 7:33:22;05.14.2022 11:41:05
187;179;Curae Phasellus;3770009015233;pede;972;cancelled;10.16.2022 9:32:15;11.21.2022 10:45:30
188;49;Nunc mauris;3770009015048;ornare;727;accepted;12.30.2022 6:05:28;07.22.2022 11:46:17
189;148;velit. Sed;3770009015235;imperdiet;942;accepted;12.16.2022 3:59:55;02.27.2023 4:17:18
190;195;ante blandit;3770009015043;Nunc;939;refused;02.18.2023 7:26:50;09.11.2022 12:30
191;33;et netus;3770009015075;nascetur;948;cancelled;11.05.2022 03:44;01.05.2023 04:20
192;17;velit eu;v3770009015028;adipiscing;614;accepted;02.09.2023 06:45;09.27.2022 9:55:04
193;64;commodo auctor;3770009015052;ut;344;cancelled;12.12.2022 03:16;03.05.2022 03:20
194;190;fringilla, porttitor;3770009015050;nisi;357;accepted;11.25.2022 3:50:27;07.02.2022 11:13
195;102;quis urna.;3770009015044;Curabitur;366;cancelled;01.29.2023 5:54:32;08.21.2022 6:34:37
196;61;parturient montes,;3770009015043;lorem;312;refused;02.25.2023 5:03:42;02.07.2022 10:29
197;39;vel quam;3770009015048;Phasellus;865;refused;03.01.2023 04:57;06.08.2022 10:48
198;71;lorem semper;3770009015004;Etiam;746;refused;12.12.2022 06:32;02.15.2022 12:58:17
199;14;erat vitae;3770009015042;In;933;accepted;12.17.2022 2:23:37;01.07.2023 03:20
200;14;erat neque;3770009015235;parturient;680;refused;12.11.2022 04:24;09.10.2022 12:19
201;156;libero. Donec;3770009015046;Nulla;657;cancelled;12.02.2022 05:52;06.17.2022 7:00:28
202;172;erat nonummy;3770009015235;rhoncus.;99;cancelled;11.21.2022 6:05:09;11.04.2021 10:20
203;146;cubilia Curae;3770009015172;mollis;859;refused;02.23.2023 4:22:49;12.27.2022 3:47:27
204;38;Sed nec;3770009015048;neque.;628;accepted;12.16.2022 3:27:35;12.16.2022 7:24:15
205;7;ipsum. Suspendisse;3770009015043;tristique;359;accepted;10.20.2022 11:03:09;12.28.2022 4:08:34
206;26;a, enim.;3770009015048;ante;126;refused;02.26.2023 8:15:34;01.23.2023 2:03:51
207;103;sed turpis;3770009015045;magna;560;cancelled;01.25.2023 11:54:55;05.02.2022 08:17
208;153;elit. Etiam;3770009015044;neque.;362;refused;02.16.2023 1:07:56;08.11.2022 06:46
209;194;mollis. Duis;3770009015042;iaculis;339;accepted;02.18.2023 12:47:25;12.21.2021 2:52:19
210;136;neque non;3770009015048;et;847;cancelled;10.12.2022 11:10;02.04.2023 12:33
211;197;diam nunc,;3770009015074;dictum.;975;cancelled;10.11.2022 03:03;08.02.2022 01:41
212;132;arcu. Sed;3770009015049;dis;230;accepted;02.09.2023 08:11;02.07.2023 02:13
213;158;eu neque;3770009015004;Ut;360;accepted;12.16.2022 2:39:48;10.08.2021 09:24
214;67;amet, faucibus;3770009015052;a;883;accepted;10.06.2022 01:30;05.31.2022 5:56:45
215;148;rutrum non,;3770009015044;massa.;198;cancelled;02.26.2023 3:04:10;12.04.2021 10:07
216;74;Quisque varius.;3770009015073;Proin;44;refused;02.08.2023 06:19;10.17.2022 7:50:00
217;170;pretium neque.;3770009015044;augue;994;accepted;01.01.2023 05:48;10.08.2021 09:40
218;20;ullamcorper. Duis;3770009015074;neque;67;accepted;02.22.2023 1:01:01;09.14.2022 4:57:50
219;190;inceptos hymenaeos.;3770009015044;quis;568;accepted;02.09.2023 12:48;10.10.2021 09:34
220;156;ipsum primis;3770009015050;iaculis;262;accepted;11.02.2022 03:46;05.31.2022 5:21:28
221;31;sed, facilisis;3770009015234;nisl;454;cancelled;02.14.2023 6:32:24;10.31.2021 9:34:49
222;121;Vivamus nisi.;3770009015073;quis,;869;cancelled;10.04.2022 06:35;08.24.2022 1:15:16
223;117;Aenean gravida;3770009015044;mauris;558;refused;12.26.2022 12:48:00;10.18.2021 1:32:23
224;46;vitae aliquam;3770009015049;commodo;979;accepted;10.03.2022 04:31;12.04.2021 12:51
225;128;Nunc pulvinar;v3770009015028;mauris;325;refused;01.20.2023 6:14:02;10.21.2022 6:16:25
226;187;metus. Vivamus;3770009015075;mollis.;208;accepted;11.24.2022 1:09:29;09.20.2022 8:34:08
227;65;malesuada malesuada.;3770009015073;nonummy;984;accepted;10.28.2022 11:39:54;02.18.2022 5:19:56
228;44;adipiscing elit.;3770009015045;Integer;191;cancelled;11.20.2022 1:15:37;07.21.2022 11:24:43
229;123;convallis ligula.;3770009015050;Donec;368;refused;01.08.2023 03:29;05.09.2022 12:01
230;71;urna. Ut;3770009015235;mauris;326;cancelled;01.27.2023 4:46:34;03.13.2022 9:46:36
231;151;risus. Quisque;3770009015074;a;789;cancelled;12.27.2022 10:52:08;01.22.2022 7:31:41
232;199;lorem, auctor;3770009015045;lacus.;205;cancelled;11.19.2022 5:34:17;01.01.2022 05:59
233;190;Quisque tincidunt;3770009015048;Etiam;503;refused;10.01.2022 05:59;11.10.2021 11:36
234;116;cursus et,;3770009015234;sit;182;cancelled;11.10.2022 06:14;12.31.2022 4:42:17
235;139;aliquam eu,;3770009015235;magna;208;refused;10.20.2022 10:16:21;03.26.2022 12:10:11
236;116;mattis ornare,;3770009015045;Donec;44;accepted;02.28.2023 9:08:32;08.06.2022 03:07
237;30;tincidunt pede;3770009015073;Nunc;533;refused;10.16.2022 2:31:39;09.08.2022 05:42
238;132;nunc. In;3770009015050;ac;563;refused;12.22.2022 1:46:14;09.29.2022 12:58:01
239;139;sem ut;3770009015235;quis;161;cancelled;01.05.2023 08:38;11.09.2021 06:46
240;16;Ut semper;3770009015048;est;714;accepted;01.05.2023 10:38;11.19.2021 5:50:27
241;179;scelerisque neque;3770009015049;massa.;649;refused;02.13.2023 12:39:38;09.26.2022 10:52:03
242;134;lobortis quam;3770009015235;leo.;56;refused;12.28.2022 8:18:39;12.26.2022 2:04:14
243;57;vel, vulputate;3770009015074;in,;971;accepted;10.15.2022 1:53:41;05.17.2022 3:24:40
244;149;at lacus.;3770009015042;nisl.;37;refused;10.13.2022 10:16:00;03.13.2022 10:38:06
245;66;pellentesque, tellus;3770009015045;et;542;cancelled;02.18.2023 5:41:03;08.31.2022 11:56:35
246;86;sapien. Cras;3770009015050;semper;194;refused;11.26.2022 4:04:38;08.05.2022 10:49
247;38;est ac;v3770009015028;dui,;537;refused;02.12.2023 04:42;08.27.2022 4:36:17
248;46;congue a,;3770009015172;est,;551;accepted;12.03.2022 05:11;10.17.2021 3:57:08
249;176;ipsum leo;3770009015042;malesuada;728;cancelled;11.23.2022 11:17:40;06.19.2022 8:50:14
250;143;cubilia Curae;3770009015234;morbi;822;accepted;02.20.2023 6:29:06;01.13.2022 12:09:46
251;114;Mauris blandit;3770009015172;scelerisque;532;cancelled;02.14.2023 7:42:57;01.15.2023 4:16:38
252;146;dolor vitae;3770009015050;ipsum;324;cancelled;02.03.2023 08:26;08.10.2022 11:10
253;29;tellus eu;v3770009015028;malesuada;84;accepted;10.26.2022 3:41:38;06.24.2022 10:23:57
254;131;nonummy ultricies;3770009015046;nulla;947;cancelled;10.22.2022 9:42:35;08.07.2022 08:35
255;25;sed, sapien.;3770009015049;nisl.;315;accepted;10.22.2022 3:59:21;10.22.2022 9:15:45
256;174;ridiculus mus.;3770009015234;congue;882;accepted;12.28.2022 2:59:14;12.26.2022 2:35:41
257;39;tempor lorem,;3770009015046;amet;838;cancelled;02.10.2023 08:35;12.16.2021 2:08:51
258;69;sapien. Nunc;3770009015051;enim;546;cancelled;01.28.2023 8:57:42;01.02.2022 03:59
259;91;vel pede;3770009015074;ac;69;refused;02.28.2023 3:04:06;01.15.2022 12:31:47
260;192;dapibus gravida.;v3770009015028;est;204;refused;11.14.2022 12:20:11;02.24.2023 5:53:28
261;181;ornare, elit;3770009015172;odio.;41;cancelled;02.27.2023 8:29:58;01.05.2023 02:47
262;106;quis, pede.;3770009015051;dolor;736;cancelled;11.03.2022 01:09;03.03.2022 08:46
263;7;et tristique;v3770009015028;scelerisque;356;accepted;02.13.2023 8:02:49;04.29.2022 7:12:03
264;96;diam vel;3770009015073;parturient;820;accepted;01.11.2023 06:26;02.28.2023 1:49:29
265;15;dis parturient;3770009015052;sed;721;cancelled;02.27.2023 12:12:20;10.14.2022 10:32:30
266;10;leo. Vivamus;3770009015073;amet;669;accepted;01.02.2023 08:57;04.02.2022 12:25
267;26;magna. Suspendisse;3770009015004;ante;877;cancelled;11.15.2022 2:49:09;06.01.2022 09:06
